Source Name	Material Type	Characteristics[Organism]	Characteristics[CellLine]	Characteristics[DiseaseState]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[CELL_LINE]
QIMR-WIL	cell	Homo sapiens	QIMR-WIL	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 619	P-MTAB-22739	Labeled Extract 619	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 619	A-AFFY-113	5500024032848101507000.E07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	QIMR-WIL
Raji	cell	Homo sapiens	Raji	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 620	P-MTAB-22739	Labeled Extract 620	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 620	A-AFFY-113	5500024034290101707047.E07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	Raji
Ramos-2G6-4C10	cell	Homo sapiens	Ramos-2G6-4C10	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 621	P-MTAB-22739	Labeled Extract 621	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 621	A-AFFY-113	5500024031722092907496.C04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	Ramos-2G6-4C10
RCC10RGB	cell	Homo sapiens	RCC10RGB	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 622	P-MTAB-22739	Labeled Extract 622	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 622	A-AFFY-113	5500024032848101507000.C12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RCC10RGB
RCM-1	cell	Homo sapiens	RCM-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 623	P-MTAB-22739	Labeled Extract 623	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 623	A-AFFY-113	5500024052861011409506.D08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RCM-1
RD	cell	Homo sapiens	RD	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 624	P-MTAB-22739	Labeled Extract 624	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 624	A-AFFY-113	5500024032848101507000.F07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RD
RD	cell	Homo sapiens	RD	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 625	P-MTAB-22739	Labeled Extract 625	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 625	A-AFFY-113	5500024052861011409506.F12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RD
REH	cell	Homo sapiens	REH	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 626	P-MTAB-22739	Labeled Extract 626	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 626	A-AFFY-113	5500024032848101507000.D04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	REH
RERF-LC-FM	cell	Homo sapiens	RERF-LC-FM	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 627	P-MTAB-22739	Labeled Extract 627	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 627	A-AFFY-113	5500024034290101707047.F07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RERF-LC-FM
RERF-LC-MS	cell	Homo sapiens	RERF-LC-MS	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 628	P-MTAB-22739	Labeled Extract 628	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 628	A-AFFY-113	5500024052603032009483.C04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RERF-LC-MS
RF-48	cell	Homo sapiens	RF-48	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 629	P-MTAB-22739	Labeled Extract 629	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 629	A-AFFY-113	5500024031722092907496.B04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RF-48
RH-1	cell	Homo sapiens	RH-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 630	P-MTAB-22739	Labeled Extract 630	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 630	A-AFFY-113	5500024035100021608461.G12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RH-1
RH-1	cell	Homo sapiens	RH-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 631	P-MTAB-22739	Labeled Extract 631	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 631	A-AFFY-113	5500024052603032009483.G12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RH-1
RH-18	cell	Homo sapiens	RH-18	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 632	P-MTAB-22739	Labeled Extract 632	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 632	A-AFFY-113	5500024034290101707047.G07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RH-18
RKO	cell	Homo sapiens	RKO	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 633	P-MTAB-22739	Labeled Extract 633	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 633	A-AFFY-113	5500024030401071707289.B02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RKO
RL	cell	Homo sapiens	RL	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 634	P-MTAB-22739	Labeled Extract 634	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 634	A-AFFY-113	5500024032848101507000.G07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RL
RMG-I	cell	Homo sapiens	RMG-I	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 635	P-MTAB-22739	Labeled Extract 635	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 635	A-AFFY-113	5500024032848101507000.H09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RMG-I
RO82-W-1	cell	Homo sapiens	RO82-W-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 636	P-MTAB-22739	Labeled Extract 636	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 636	A-AFFY-113	5500024034290101707047.A08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RO82-W-1
RPMI-2650	cell	Homo sapiens	RPMI-2650	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 637	P-MTAB-22739	Labeled Extract 637	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 637	A-AFFY-113	5500024032848101507000.H07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RPMI-2650
RPMI-6666	cell	Homo sapiens	RPMI-6666	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 638	P-MTAB-22739	Labeled Extract 638	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 638	A-AFFY-113	5500024031722092907496.E04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RPMI-6666
RPMI-7951	cell	Homo sapiens	RPMI-7951	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 639	P-MTAB-22739	Labeled Extract 639	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 639	A-AFFY-113	5500024034290101707047.B08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RPMI-7951
RPMI-8226	cell	Homo sapiens	RPMI-8226	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 640	P-MTAB-22739	Labeled Extract 640	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 640	A-AFFY-113	5500024052603032009483.B02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RPMI-8226
RPMI-8402	cell	Homo sapiens	RPMI-8402	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 641	P-MTAB-22739	Labeled Extract 641	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 641	A-AFFY-113	5500024031722092907496.A01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RPMI-8402
RPMI-8866	cell	Homo sapiens	RPMI-8866	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 642	P-MTAB-22739	Labeled Extract 642	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 642	A-AFFY-113	5500024031722092907496.G01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RPMI-8866
RS4-11	cell	Homo sapiens	RS4-11	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 643	P-MTAB-22739	Labeled Extract 643	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 643	A-AFFY-113	5500024032848101507000.A01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RS4-11
RT-112	cell	Homo sapiens	RT-112	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 644	P-MTAB-22739	Labeled Extract 644	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 644	A-AFFY-113	5500024031722092907496.G04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RT-112
RTSG	cell	Homo sapiens	RTSG	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 645	P-MTAB-22739	Labeled Extract 645	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 645	A-AFFY-113	5500024031722092907496.F04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RTSG
RVH-421	cell	Homo sapiens	RVH-421	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 646	P-MTAB-22739	Labeled Extract 646	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 646	A-AFFY-113	5500024030401071707289.H05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RVH-421
RXF393	cell	Homo sapiens	RXF393	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 647	P-MTAB-22739	Labeled Extract 647	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 647	A-AFFY-113	5500024052603032009483.G01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	RXF393
S-117	cell	Homo sapiens	S-117	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 648	P-MTAB-22739	Labeled Extract 648	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 648	A-AFFY-113	5500024034290101707047.C08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	S-117
Saos-2	cell	Homo sapiens	Saos-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 649	P-MTAB-22739	Labeled Extract 649	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 649	A-AFFY-113	5500024030401071707289.D10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	Saos-2
SAS	cell	Homo sapiens	SAS	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 650	P-MTAB-22739	Labeled Extract 650	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 650	A-AFFY-113	5500024034290101707047.D08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SAS
SBC-1	cell	Homo sapiens	SBC-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 651	P-MTAB-22739	Labeled Extract 651	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 651	A-AFFY-113	5500024034290101707047.E08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SBC-1
SBC-5	cell	Homo sapiens	SBC-5	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 652	P-MTAB-22739	Labeled Extract 652	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 652	A-AFFY-113	5500024034290101707047.F08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SBC-5
SCC-15	cell	Homo sapiens	SCC-15	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 653	P-MTAB-22739	Labeled Extract 653	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 653	A-AFFY-113	5500024035100021608461.F09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SCC-15
SCC-25	cell	Homo sapiens	SCC-25	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 654	P-MTAB-22739	Labeled Extract 654	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 654	A-AFFY-113	5500024032848101507000.G12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SCC-25
SCC-3	cell	Homo sapiens	SCC-3	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 655	P-MTAB-22739	Labeled Extract 655	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 655	A-AFFY-113	5500024032848101507998.C11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SCC-3
SCC-4	cell	Homo sapiens	SCC-4	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 656	P-MTAB-22739	Labeled Extract 656	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 656	A-AFFY-113	5500024034290101707047.G08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SCC-4
SCC-9	cell	Homo sapiens	SCC-9	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 657	P-MTAB-22739	Labeled Extract 657	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 657	A-AFFY-113	5500024030401071707289.C04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SCC-9
SCCH-26	cell	Homo sapiens	SCCH-26	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 658	P-MTAB-22739	Labeled Extract 658	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 658	A-AFFY-113	5500024032848101507000.E01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SCCH-26
SCH	cell	Homo sapiens	SCH	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 659	P-MTAB-22739	Labeled Extract 659	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 659	A-AFFY-113	5500024032848101507000.A08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SCH
SCLC-21H	cell	Homo sapiens	SCLC-21H	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 660	P-MTAB-22739	Labeled Extract 660	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 660	A-AFFY-113	5500024032848101507998.H09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SCLC-21H
SF126	cell	Homo sapiens	SF126	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 661	P-MTAB-22739	Labeled Extract 661	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 661	A-AFFY-113	5500024031722092907496.H04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SF126
SF126	cell	Homo sapiens	SF126	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 662	P-MTAB-22739	Labeled Extract 662	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 662	A-AFFY-113	5500024052861011409506.E12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SF126
SF268	cell	Homo sapiens	SF268	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 663	P-MTAB-22739	Labeled Extract 663	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 663	A-AFFY-113	5500024052861011409506.H02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SF268
SF295	cell	Homo sapiens	SF295	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 664	P-MTAB-22739	Labeled Extract 664	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 664	A-AFFY-113	5500024052603032009483.A02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SF295
SF539	cell	Homo sapiens	SF539	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 665	P-MTAB-22739	Labeled Extract 665	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 665	A-AFFY-113	5500024052861011409506.D04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SF539
SHP-77	cell	Homo sapiens	SHP-77	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 666	P-MTAB-22739	Labeled Extract 666	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 666	A-AFFY-113	5500024034290101707047.A09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SHP-77
SiHa	cell	Homo sapiens	SiHa	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 667	P-MTAB-22739	Labeled Extract 667	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 667	A-AFFY-113	5500024034290101707047.C09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SiHa
SIMA	cell	Homo sapiens	SIMA	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 668	P-MTAB-22739	Labeled Extract 668	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 668	A-AFFY-113	5500024034290101707047.D09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SIMA
SJRH30	cell	Homo sapiens	SJRH30	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 669	P-MTAB-22739	Labeled Extract 669	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 669	A-AFFY-113	5500024031722092907496.H03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SJRH30
SJSA-1	cell	Homo sapiens	SJSA-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 670	P-MTAB-22739	Labeled Extract 670	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 670	A-AFFY-113	5500024032848101507998.A11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SJSA-1
SK-CO-1	cell	Homo sapiens	SK-CO-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 671	P-MTAB-22739	Labeled Extract 671	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 671	A-AFFY-113	5500024034290101707047.E09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SK-CO-1
SKG-IIIa	cell	Homo sapiens	SKG-IIIa	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 672	P-MTAB-22739	Labeled Extract 672	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 672	A-AFFY-113	5500024035100021608461.E05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SKG-IIIa
SK-HEP-1	cell	Homo sapiens	SK-HEP-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 673	P-MTAB-22739	Labeled Extract 673	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 673	A-AFFY-113	5500024031722092907496.A05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SK-HEP-1
SK-LMS-1	cell	Homo sapiens	SK-LMS-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 674	P-MTAB-22739	Labeled Extract 674	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 674	A-AFFY-113	5500024032848101507998.B11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SK-LMS-1
SK-LU-1	cell	Homo sapiens	SK-LU-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 675	P-MTAB-22739	Labeled Extract 675	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 675	A-AFFY-113	5500024034290101707047.F09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SK-LU-1
SKM-1	cell	Homo sapiens	SKM-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 676	P-MTAB-22739	Labeled Extract 676	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 676	A-AFFY-113	5500024030401071707289.A11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SKM-1
SK-MEL-2	cell	Homo sapiens	SK-MEL-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 677	P-MTAB-22739	Labeled Extract 677	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 677	A-AFFY-113	5500024052603032009483.A03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SK-MEL-2
SK-MEL-24	cell	Homo sapiens	SK-MEL-24	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 678	P-MTAB-22739	Labeled Extract 678	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 678	A-AFFY-113	5500024034290101707047.H09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.7.zip	SK-MEL-24
SK-MEL-28	cell	Homo sapiens	SK-MEL-28	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 679	P-MTAB-22739	Labeled Extract 679	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 679	A-AFFY-113	5500024052603032009483.D06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MEL-28
SK-MEL-3	cell	Homo sapiens	SK-MEL-3	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 680	P-MTAB-22739	Labeled Extract 680	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 680	A-AFFY-113	5500024052603032009483.F01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MEL-3
SK-MEL-3	cell	Homo sapiens	SK-MEL-3	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 681	P-MTAB-22739	Labeled Extract 681	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 681	A-AFFY-113	5500024052861011409506.B06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.8.zip	SK-MEL-3
